Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,energy_instrumental_ratio
34.0,0.62,0.790275380268275,-1.0,-0.0125054314728287,1,25.574793483542617,0.7074043955105014,0.0010294699139611,1.9300544925263965,0.732,0.4457528494945482,364.5270908999769,4,10,766.9077666037592
36.0,0.563,-1.5501948891524622,3.0,-0.833966974029413,1,31.151677517834337,0.990578174668388,0.0162669724638719,-0.3916235598667218,0.26,0.4028048769351952,263.51261535540914,4,0,-95.29121668942781
1.0,0.403,1.1068338390322667,1.0,1.2159652722734695,1,15.060014156413306,0.8310694107104097,0.1395630405441286,1.0708529402288194,0.498,-0.1521448030930162,645.4795884551396,4,10,7.930652012631421
55.0,0.247,0.9089615580720704,1.0,-0.3333868457444838,1,18.44984409881737,0.2182785766122211,8.58996310616128e-06,-0.7686100507462952,0.601,1.635570786980591,505.2989214316611,4,10,94782.59175867822
44.0,0.467,-1.7286546111768772,1.0,-2.145355493062566,1,31.745023967493093,0.9008222937420152,0.1016536537264998,-0.6141566061372734,0.108,-0.7357242883800771,263.51261535540914,4,0,-17.005169441900755
47.0,0.742,-0.8010523294349594,5.0,-0.3369490569897341,0,16.102800276968164,0.392354808564425,0.0639133257436528,-0.3916235598667218,0.444,-1.8779052369833904,531.3407569535768,4,10,-12.533220371404923
31.0,0.666,-0.9452094461988176,1.0,-0.1821400174981165,0,11.627771770095697,0.7447034238345107,0.0039123368199156,0.7404233310628054,0.497,-1.3674655772162116,375.4530596492723,4,5,-241.53541841542872
37.0,0.643,1.5816808265826938,2.0,0.3065696708466598,1,16.051106723808605,0.2276638114962505,5.709836985705381e-05,1.8874637491607764,0.686,-0.9440898766589578,496.6155454675176,4,10,27224.18598790788
55.0,0.607,-0.1663660172970241,6.0,0.5206136640767691,0,38.16648219533605,0.217576711391712,0.0221528046411333,-1.5688537023511426,0.567,-0.7366301302766989,455.6171638557968,4,1,-7.509591241412765
32.0,0.899,0.1524022438463791,10.0,-0.5503608546949211,1,5.813919686513451,0.0898763734707568,0.0198026272961797,-0.5526486904220749,0.708,-0.1754980412892415,468.1196428264894,4,6,7.695673200019215
44.0,0.411,-0.7675417929779678,9.0,-0.095289579497618,1,37.035665345727935,0.7287361631121843,0.0039123368199156,-1.276426810256044,0.0544,-1.4348726635657785,263.51261535540914,4,0,-196.13486604879608
3.0,0.774,-0.8231716059847712,11.0,-1.3701920726159604,1,34.128528036585784,0.6534335077087574,7.139974510321331e-06,-0.4057869087207519,0.768,-0.1406818506033236,421.18879377305376,4,10,-101127.0495922322
21.0,0.732,-0.6216144220951143,2.0,-0.4157583885046726,0,25.188282411022392,0.931785984862676,0.0870947068509337,-0.8359425113600047,0.235,0.4272459082131891,263.51261535540914,1,0,-7.137141939257943
60.0,0.614,-0.90633742227435,11.0,-0.7430212530826324,0,37.87735313056324,0.1778973443345818,0.0028459464499187,-0.6933697050166661,0.388,-0.5431280326746789,487.4966666552706,4,10,-318.3542220473561
39.0,0.467,1.6138227100296958,11.0,2.098790025533035,0,4.739314031687054,0.0399164924502158,0.0100493358530014,1.4353566559053323,0.258,0.1697758090270446,473.45538332560966,4,8,160.57400803653235
65.0,0.542,-0.962687095663981,6.0,-0.8999342636234214,0,2.5906668635573484,0.7899791694555567,0.0039123368199156,-0.9033537697597224,0.496,-0.7668486411320765,461.1886815610288,4,5,-246.00159402704918
44.0,0.512,-0.4142439193567666,8.0,0.094633645307142,1,37.45178083217856,0.1232008967157985,0.0039123368199156,-1.5732698334306272,0.821,-0.8940430795649703,413.3533597299047,1,10,-105.85439956218762
36.0,0.528,-0.8956350169506253,3.0,-0.811229611449852,1,27.932180665344543,0.9926122218065362,0.1395630405441286,-0.5075720200476881,0.422,-0.3009783745168886,263.51261535540914,4,3,-6.417376664209113
47.0,0.704,-1.9073272658509588,9.0,-2.26692486155084,0,16.694212116659152,0.9743475801873288,0.1395630405441286,-0.5986267447657266,0.179,-1.8305240065894488,263.51261535540914,4,7,-13.666323061547384
40.0,0.591,0.181764546943818,10.0,-0.3687778162534884,1,30.39421294185587,0.7576984851675099,0.1395630405441286,-0.0301400205138157,0.712,-0.071118710023827,467.3863498220717,4,6,1.3023737793428678
71.0,0.701,-0.6646004227571765,2.0,-0.4782299741756655,1,36.09977979134327,0.0868454560271715,0.004987541511039,-1.4561581894939606,0.752,-0.4473951537590834,559.130575089576,4,10,-133.22539689937454
54.0,0.583,-1.048297116664514,10.0,-0.3147279896148446,0,19.95968144348416,0.906942198073606,0.0039123368199156,-0.215652373808131,0.22,0.2508586721805551,464.3543905251677,4,9,-267.87807053294307
44.0,0.524,-0.3634907294105871,1.0,-0.7196404259363212,1,39.060974180696064,0.2381101577952299,0.1395630405441286,-0.9297556317272452,0.443,-0.6423193860372662,602.4616170346457,4,10,-2.6044726707067163
67.0,0.573,1.262982715077006,11.0,0.3651956358232482,1,12.194973232033757,0.1296638256974172,0.0698058742439629,1.942923685500487,0.284,-0.8325451889206258,538.1077958922357,4,8,18.092526398805667
46.0,0.647,-0.3033197504810763,7.0,0.0005958672882093,0,42.37108597093344,0.0491868473445872,0.0160701801774944,1.2698194393717324,0.445,-0.9693572671649556,538.9870128305505,4,10,-18.87352062083382
67.0,0.586,0.4085166352318625,5.0,0.3019400952137133,0,33.00221114814693,0.0362918660169263,0.0014689206076749,-1.1720809092633775,0.424,0.7475777667350951,469.5402006218424,4,6,277.91748282109495
89.0,0.789,-0.6762181389094886,6.0,0.0879679246450424,1,4.132214329692853,0.7428958841446566,0.0039123368199156,-0.2682241735224195,0.437,-1.542501904808502,263.51261535540914,4,9,-172.7983483221035
63.0,0.71,-1.1081213068597255,8.0,-0.6165777285710181,1,11.013094569443068,0.9662040328196392,0.0023572195736781,-0.018394478239678,0.418,-1.0602662329745804,294.5318318959769,4,6,-469.89742568008444
49.0,0.512,0.9433644282639954,9.0,0.025831352122469,0,21.738657855264016,0.1172038717867321,1.0199947980353737e-05,-0.7636323716892712,0.497,0.5542626431878112,591.3941156284868,4,8,84229.35802191113
90.5,0.586,-0.3506841513055851,5.0,-0.2245675130664523,1,30.863244961575266,0.5667051108097063,0.0039123368199156,-0.8138613600486525,0.719,0.8885491016079633,263.51261535540914,4,9,-89.61256529744568
25.0,0.117,1.1843802185339851,1.0,1.523471179821911,1,13.831067343466897,0.0240439011279735,0.0945826424859478,0.6454351456594953,0.423,0.998862903390366,519.812466183719,4,1,12.52204067643036
26.0,0.426,1.4610103311820772,6.0,1.7664707672865452,1,15.15128558658202,0.0197125552336295,0.1395630405441286,-0.4200432005503102,0.344,-0.9366768562672464,485.7983120596448,4,8,10.468386595042166
52.0,0.524,-1.5501948891524622,-1.0,-1.671370783078539,1,35.45973547037339,0.977148451017628,0.1395630405441286,0.3679949282354201,0.218,-0.4864739627703829,263.51261535540914,3,7,-11.10740906546273
48.0,0.292,1.2508209967430095,7.0,0.6735452119119002,0,12.345526598437056,0.0501329793496458,0.040853994008266,0.2918532278615854,0.403,-1.051052696416556,436.8065933568311,4,10,30.616110150204324
31.0,0.426,1.208452785658127,6.0,0.5383915050893142,1,22.370864186483526,0.0484880758583987,0.0041115360397133,1.2856101175039785,0.688,0.2514821165751289,476.571085988229,4,1,293.846126572151
16.0,0.271,-0.8848891842357871,7.0,-1.4114456100161148,0,30.486875400140235,0.9363704915564244,0.1395630405441286,-0.9635834847404662,0.57,-0.509780187640713,645.4795884551396,3,6,-6.340380951897097
33.0,0.457,0.9089615580720704,7.0,0.148936431257216,1,24.93703398917733,0.0791578321936081,0.0004429019044698,1.4968939591427837,0.181,0.8277045417106803,596.355598615457,4,10,2047.6631186291966
31.0,0.571,0.1475282618166481,5.0,0.4932949758595873,0,27.700063710146534,0.2375207738061587,0.00902911458452,-0.8651098958941968,0.722,0.1007213683803788,467.3467663309547,4,2,16.337363212372797
41.0,0.366,-0.1483177265671436,4.0,0.7629603220883998,1,29.410899679421192,0.1376829520555599,0.0039123368199156,-1.4455343365006064,0.362,0.8959340157710144,532.9165037789691,3,10,-37.900577791395534
38.0,0.65,-0.2902908147702851,11.0,0.1107672408121392,0,24.999375015624608,0.6526518879343751,8.549634508332877e-05,-0.4057869087207519,0.74,-0.4414685059575943,467.70396620084375,4,2,-3356.1049832871554
41.0,0.317,1.646126414044648,9.0,0.3095504873496047,1,6.493464328153713,0.3007389192409949,0.1395630405441286,0.6828447179107225,0.0336,0.5599180434334123,523.223661544468,4,8,11.794774697169656
9.0,0.502,1.22052662932182,5.0,1.2010716697352417,1,2.848994732208741,0.9153737511815382,9.92995069787638e-06,0.7886073790323008,0.741,0.3064313486903006,263.51261535540914,3,3,111668.08186600152
42.0,0.493,1.1305822054810315,-1.0,1.1316736129008451,1,13.9662853870756,0.0510446872200146,0.0043704357175349,-0.2417681696415504,0.258,0.0002833344549426,540.8336158191353,4,8,258.6294934970653
44.0,0.179,-2.0907978439092214,9.0,-2.527172327991596,0,21.18599182220716,0.9976612009500662,0.1395630405441286,-1.544674309410189,0.0475,-1.1285820951178005,263.51261535540914,4,7,-14.980920842916799
23.0,0.544,-1.2170502826440133,10.0,-1.0173659511114246,0,17.181835363653544,0.6745996711705425,0.0039123368199156,-0.6297896732908114,0.4,0.848618591121032,504.2172150968271,4,2,-311.00064692879204
32.0,0.632,-0.6058315098369199,7.0,-0.823563079335298,1,21.9775389551878,0.8118041379299235,0.1231021971339834,1.931391689588095,0.706,0.3789626382655365,512.8927763187936,4,2,-4.921330427978595
29.0,0.299,1.3364824056429765,-1.0,-0.035336685622529,1,20.92006443379845,0.0821302708233855,0.0910282983475638,-1.6088207549219886,0.674,0.3330416520279219,417.1330722922842,3,10,14.681892862011107
77.0,0.527,1.342648449157438,1.0,0.4890094692578304,0,27.32165787820005,0.2257178717737,0.0039123368199156,0.3864492249602035,0.495,0.907139861825914,263.51261535540914,4,10,343.09555015159555
58.0,0.338,-0.0982366889444748,6.0,-0.1450208344881185,0,21.786017733818436,0.1509568462857514,0.1213322851675249,0.5831919521468736,0.132,-0.27404472381999,520.0153843878082,4,8,-0.8096433621560596
61.0,0.563,-0.3931885636451191,11.0,-0.2759354459719555,1,37.45178083217856,0.8005204946165835,0.0383549538764639,-0.2286680578763232,0.425,0.944346267457151,498.24993728047775,4,1,-10.251043812167808
28.0,0.61,0.5929822736506675,11.0,0.6175979375600601,0,25.574793483542617,0.7324829444634315,7.89968796643366e-05,1.3198996021990477,0.586,-0.9766934920020248,449.6487518052285,4,10,7412.567541869072
36.0,0.602,0.582247600919135,4.0,-0.2012966989292786,0,28.90089881795324,0.6775168952273314,0.0107420965319021,1.0129038955362,0.636,0.6071158394987114,522.5447349270682,4,10,54.19737216268373
36.0,0.234,1.3180222435585534,11.0,2.0012331224739017,0,8.620615339522935,0.1657055796343469,8.879605751339348e-05,0.6901932029026491,0.52,1.680069045759551,527.7006727302894,4,10,14677.952240408378
61.0,0.665,0.3520153284712637,10.0,-0.5921844491495525,0,19.801588087364603,0.3664277598895924,0.1395630405441286,-0.4927432940228194,0.905,-1.8937685635911197,468.3022528239641,4,6,2.5222494784389706
36.0,0.603,-0.5418857522620559,2.0,-1.214531128681139,1,19.530868537723872,0.6423158288562368,0.1395630405441286,-1.0142329253362428,0.483,-0.1291375115744393,582.522960920855,4,10,-3.882703238953
31.0,0.554,1.1964039907049726,8.0,0.3062386944382876,0,9.345707049466828,0.0305812578353459,0.1395630405441286,1.7907296167671465,0.27,0.0003863425666399,596.7914208498644,4,8,8.572437327269004
57.0,0.537,1.208452785658127,10.0,1.438994819430578,0,3.649621716709063,0.1809008339302054,0.0039123368199156,1.3048677853940085,0.843,1.8994820490185265,420.9037894816344,4,10,308.803673506486
49.0,0.437,1.6785923436688983,11.0,0.7300266548093336,1,7.042203928141352,0.0198573178440786,0.1395630405441286,1.2074030907491655,0.038,-0.0687537083573498,626.1525373261694,4,8,12.027398584366336
57.0,0.836,-1.2603795637814634,7.0,1.0363216131885122,1,7.936444948849612,0.3096840346369101,0.0039123368199156,0.004873400112358,0.212,-1.6841802844845633,367.9959238904692,4,5,-322.0728554125956
42.0,0.479,-0.5012539717943871,2.0,-0.4358645095509833,1,24.81328006749212,0.8448360500284249,1.619986878141716e-05,-1.141315346336525,0.384,-0.8961542991546759,263.51261535540914,4,0,-29142.89510952228
18.0,0.76,-0.6916382073558265,9.0,-0.5440604066743712,1,23.418655300812627,0.2237377884162793,0.1395630405441286,-0.4057869087207519,0.139,0.648759793448908,444.09571040486304,4,5,-4.95570495565538
36.0,0.366,0.1524022438463791,4.0,0.9433017598146948,1,30.119574711605072,0.0995983892472419,0.0001079941684198,-0.7421772905136235,0.246,0.5576814169815412,488.6982709197977,4,10,1398.2605313285142
31.0,0.816,1.0361837894611168,11.0,2.2893362092578915,0,16.52865241896828,0.5360108410965363,0.0002169764589055,1.4353566559053323,0.412,0.1677110001472208,412.2147498574014,4,9,4753.649979745458
44.0,0.789,0.2361244658792751,6.0,0.3258437923949457,0,11.61426696554047,0.286025850598323,0.0148886124937506,1.696699520816362,0.629,-0.3565728437236026,418.574963417546,4,6,15.858335196995904
38.0,0.528,1.2144865747806408,6.0,0.4193693404936687,0,14.42980620770263,0.0986142181274706,0.1395630405441286,-0.2549533321299439,0.768,0.4760955017272922,453.5339017096737,4,10,8.702002106313579
46.0,0.621,1.0713974368890906,7.0,-0.2639147601426719,0,31.54474622251664,0.5129927840030091,0.0023871484924982,0.5590649260629895,0.906,1.286309148146331,441.87441654841257,4,10,448.630996043433
41.0,0.415,1.3303226923655564,-1.0,0.7789933996124032,1,11.24846739631725,0.169849925224181,0.0039123368199156,-0.0778789132900194,0.439,0.4721538724308493,475.0021052584925,4,6,339.94587064301
29.0,0.447,0.582247600919135,2.0,1.0457339474375371,1,26.3845281127147,0.0721765216027739,2.4199707184724076e-05,0.3493114465964236,0.326,1.1138096114365417,393.3967463007288,4,6,23105.33200449608
44.0,0.401,-1.7745844441928822,5.0,-1.5346753642681144,1,23.92287265854884,0.9909177626876772,0.0094353467864852,-0.1644216317926689,0.149,-1.607275650609529,263.51261535540914,4,7,-188.05841755778349
62.0,0.536,-0.2022029994610939,2.0,0.5022474906453697,1,29.672710008605083,0.6557672186169711,1.15999932720052e-06,-0.9016031084569232,0.288,0.883914054537218,263.51261535540914,4,4,-93612.52890905309
50.0,0.818,-0.9696447876508558,-1.0,-0.0749967842622335,1,26.315096971132338,0.9371302245400626,7.349729900734782e-05,-0.295025431801294,0.784,-0.2116810272394672,263.51261535540914,4,0,-13015.83816555843
73.0,0.322,-1.510356870707706,6.0,-0.5721703624434106,0,35.58592220917405,0.7763936076656307,1.0999993950004435e-06,-0.6613685526985932,0.175,-1.3279528401503091,498.46464267789344,4,8,-719217.7646829212
66.0,0.473,0.4396309827119015,10.0,-0.8562903368276066,0,11.507347441341295,0.232079441680639,0.1395630405441286,0.9684041281372904,0.124,-1.0619431941696862,583.6437269430727,4,8,3.1500304877809486
41.0,0.323,-2.0571930197108457,9.0,-2.527172327991596,0,26.040988515924067,0.9976612009500662,0.1395630405441286,-0.5375239794774405,0.352,-1.4484268827879565,263.51261535540914,3,7,-14.740136583107768
69.0,0.234,0.8861482919163314,9.0,0.6777841501095367,1,19.379469390128097,0.0330803064032362,0.0005318585381695,1.081004273688635,0.194,0.5571531957756994,505.92489561198704,4,10,1663.0085256031898
38.0,0.66,-1.816795525363306,5.0,-1.8825530500291827,1,23.309479965501968,0.9778461652504202,0.1395630405441286,-0.8737520885609258,0.128,-0.8867416210619411,263.51261535540914,4,7,-13.0176478001069
8.0,0.863,-1.004148341750163,7.0,-1.2320835305723383,1,3.5587061967751006,0.7862224182626689,0.0039123368199156,-0.8071057622529341,0.243,-0.073275927406869,448.72708855160505,4,5,-256.59645156018536
47.0,0.846,-0.9869558253866604,7.0,1.08101898225875,1,8.064451093136345,0.6406958577185559,1.739998486201756e-06,-0.3916235598667218,0.63,-1.3214193428368326,382.4983660095818,4,1,-360203.054985917
32.0,0.588,-1.6568247148159083,5.0,-1.840899897263721,0,20.533459271883533,0.918940178441408,0.0006308010032069,-0.5986267447657266,0.412,0.2256656789408485,645.4795884551396,4,2,-2622.383798705899
69.0,0.497,-1.314803080588551,7.0,-1.460735240247211,1,33.66890003703579,0.4529030423052135,0.0276151670329733,0.9158223948293736,0.421,-0.2198975843304938,604.6709849165908,4,10,-47.60990469889233
44.0,0.471,-1.3414778872580608,-1.0,-2.038822595688834,1,24.690748376583294,0.8759038279775779,0.1395630405441286,-0.3916235598667218,0.46,-0.7586942291698262,263.51261535540914,3,7,-9.61191637923309
36.0,0.393,0.960648389922112,9.0,1.95948572316461,1,11.013094569443068,0.1467446784248556,3.719930809715914e-05,1.1252877527294205,0.4,0.7372908217863001,434.60326736001423,4,10,25148.31911297249
37.0,0.327,0.9779874859827078,8.0,-0.229088927023601,0,21.27614306078594,0.1407779816636963,0.1395630405441286,0.6828447179107225,0.221,-0.6997744860277816,620.7737107835673,4,10,7.007446059670929
22.0,0.279,1.549700358655876,7.0,-0.0393605412395121,1,8.064451093136345,0.0445300894844788,0.0585518869496154,1.277758129164506,0.0447,0.7955792968912662,452.3593704125073,4,8,26.466677210799
71.0,0.574,-0.5012539717943871,7.0,0.3331948198126654,1,35.9699291392396,0.4235823584254893,0.0039123368199156,-0.3916235598667218,0.4,0.9435911178508332,263.51261535540914,4,4,-128.08863506034675
18.0,0.559,-0.6176762954676059,6.0,-0.7802286902206143,1,13.679703424029768,0.9065367701259414,0.1395630405441286,-0.8981053181443122,0.909,0.5584891894791436,263.51261535540914,4,3,-4.4257553239317655
30.0,0.614,0.7236503342712273,4.0,-0.3999503319678248,0,29.58492352297269,0.4091634738467076,0.0010394595746624,-2.3688294530706844,0.81,-0.8156436433763092,480.7629353433977,4,9,695.5102840069799
68.0,0.639,0.0990975545497576,6.0,-0.4748675576765551,0,25.509553327721232,0.2896468153816889,0.0005518477040423,1.866670486555766,0.813,0.2691719519336669,488.725894546217,4,6,179.2492829854917
43.0,0.417,-0.8231716059847712,7.0,-0.1837647129367249,1,30.76828405279837,0.2132671235505887,0.0002099779530865,-0.3085571312512364,0.0698,-0.005900693544352,577.0381269898896,4,10,-3901.6949114454374
60.0,0.697,-1.1244724505208143,7.0,-0.5212909996937771,1,6.944396219470699,0.7441018860736907,0.1395630405441286,-0.5224986699754086,0.377,1.395035334465146,406.1366765018889,4,1,-8.05703565285693
27.0,0.6,-0.7750230677107032,9.0,-0.3170360995800462,1,22.42102195018049,0.5428835233189813,0.0003139507123172,1.5618666440800562,0.512,0.0123907072414209,436.23044368773714,4,1,-2460.7757258543525
34.0,0.44,1.607381400656296,5.0,0.3331948198126654,1,8.928491709895447,0.01416139750217,0.1395630405441286,0.0617658559704712,0.0382,-0.5434318110121443,558.5570695998754,4,8,11.517160110795588
40.0,0.652,-0.7562828311578511,11.0,-1.1218928507264698,0,30.863244961575266,0.6205821794895752,0.1395630405441286,-0.7079096992515549,0.203,0.4903254935427822,493.9635614091388,1,1,-5.418894639401923
39.0,0.492,1.4171359094638356,8.0,1.2759837153284392,0,9.433873265346554,0.0693130076842881,0.0039123368199156,1.2972278815445792,0.184,0.2664238857309954,514.1740950300783,4,10,362.1298075473093
30.0,0.189,1.6785923436688983,11.0,0.025831352122469,1,8.620615339522935,0.0141945624886375,0.1395630405441286,1.9721955717210489,0.0336,-1.5176241213334405,511.7812032499826,4,8,12.027398584366336
37.0,0.236,-0.866882719664438,10.0,-0.4799094543106954,1,34.721016631366965,0.6162240147749038,0.0685927914656117,-0.5375239794774405,0.123,-0.8322643849706693,512.0546845796844,4,1,-12.637918113901526
39.0,0.479,1.3241693060843591,11.0,1.2421308766240424,0,16.94886527346994,0.3467730607033364,3.659993302216343e-06,1.237175637698538,0.547,-1.017229820718381,528.28590744028,4,2,284156.9118682145
52.0,0.435,0.3930377863429331,2.0,0.7084473265820875,1,15.8476093881238,0.241014226417523,0.0039123368199156,-0.295025431801294,0.448,0.8702807087994813,478.2332067098645,4,10,100.43546068989019
62.0,0.551,0.7402255133904235,9.0,0.910808389726466,1,12.70631885236528,0.434094651147725,0.0039123368199156,0.004873400112358,0.681,-0.1386739115431296,379.4904478376234,4,6,189.15456232218423
82.0,0.681,-1.772324626654446,1.0,-0.4241151075956448,1,31.745023967493093,0.942414195717418,3.349943888753148e-05,-0.7209074962042814,0.231,-0.2590074009426261,510.1813403095021,4,9,-51372.563838856695
38.0,0.707,-0.3720021094883107,7.0,0.0293734333439266,0,31.249023468016624,0.7791487535639232,4.429990187578979e-06,-1.1720809092633775,0.884,0.4891934455441748,630.6401509577391,4,2,-68508.79958112261
34.0,0.549,0.8975427442187609,2.0,0.8641223008421666,1,26.953451389450414,0.2210418899184232,4.459990054229572e-06,0.2220536665120119,0.486,-0.3549230164599549,432.157378740662,4,6,164385.4174282755
48.0,0.698,-0.6097848425838857,1.0,-0.1298477653960154,1,17.15236445343991,0.2714417616594906,0.0017384879537195,-0.9707605734064624,0.519,-0.104826723861005,466.3571592674439,4,10,-350.55421986682876
44.0,0.532,1.4108936503248464,6.0,1.116827685720878,1,9.80382545269164,0.0483458812711163,3.489939100916915e-05,-0.4200432005503102,0.416,0.5549465629959968,426.8348626811076,4,8,39301.3254727493
64.0,0.396,0.3724803502099523,9.0,0.8384324699016388,1,16.66638889351844,0.2640012243591825,0.0039123368199156,-0.3916235598667218,0.412,1.6942321710984891,413.19849951324846,4,10,95.18228748272828
